0691159;707-320;1;62 146 1199 652 778 1200
0582372;707-320;0;5 159 995 436 678 1000
1068565;707-320;2;6 187 1195 542 849 1200
1707891;707-320;1;12 177 989 476 678 1000
0729223;707-320;0;80 156 998 409 699 1024
0063435;707-320;2;19 82 765 295 455 800
1338874;707-320;1;13 105 978 452 699 1024
1319365;707-320;0;5 181 1195 501 822 1200
0732410;707-320;2;8 186 986 460 678 1000
0812908;707-320;1;13 226 990 449 678 1000
0548719;707-320;0;6 131 953 486 695 1024
0536721;707-320;2;85 137 1196 480 772 1200
1187784;707-320;1;10 104 970 469 721 1024
0577855;707-320;0;7 164 991 425 678 1000
1518652;707-320;2;1 139 1194 543 838 1200
0895165;707-320;1;3 168 990 436 678 1000
1423583;707-320;0;7 186 1197 524 812 1200
1009831;707-320;2;116 168 912 426 697 1024
0197342;707-320;1;20 167 979 435 666 1024
1187431;707-320;0;11 191 1190 504 812 1200
0062781;707-320;2;57 164 769 381 480 800
0789828;707-320;1;34 97 986 422 681 1024
0610657;707-320;0;38 176 926 477 703 1024
0458781;707-320;2;5 135 989 442 679 1000
0602227;707-320;1;13 115 1172 511 850 1200
0869742;707-320;0;4 159 998 424 678 1000
1514484;707-320;2;9 236 1271 649 882 1280
2127935;707-320;1;9 262 1198 542 812 1200
0687610;707-320;0;26 134 968 431 699 1024
0869692;707-320;2;0 159 994 428 679 1000
0869739;707-320;1;2 124 992 447 679 1000
1042021;707-320;0;136 170 892 382 703 1024
1152266;707-320;2;58 85 995 494 697 1024
0939480;707-320;1;70 142 995 465 678 1000
0482761;707-320;0;9 215 1269 590 861 1300
1199327;707-320;2;5 228 1020 457 695 1024
0537688;707-320;1;155 115 1184 430 811 1200
0064933;707-320;0;14 59 799 333 494 800
1426527;727-200;2;24 224 1067 457 745 1100
0116175;727-200;1;40 193 763 367 580 800
1019011;727-200;0;19 237 993 465 678 1000
0275719;727-200;2;38 248 1298 607 829 1300
0704269;727-200;1;10 247 992 448 678 1000
0732456;727-200;0;1 141 993 451 678 1000
1188390;727-200;2;6 187 1014 462 696 1024
1192237;727-200;1;7 202 991 435 678 1000
0218039;727-200;0;16 212 970 416 657 1024
1862134;727-200;2;29 206 1062 469 765 1100
1169900;727-200;1;24 272 1181 510 832 1200
2223757;727-200;0;134 15 862 759 780 1024
0482763;727-200;2;3 260 1270 713 879 1300
0328235;727-200;1;241 218 986 406 678 1000
0983618;727-200;0;40 231 989 441 695 1024
0345994;727-200;2;17 214 1215 467 667 1230
0923507;727-200;1;3 154 990 489 678 1000
1327285;727-200;0;26 225 1005 468 695 1024
0063291;727-200;2;3 96 776 285 491 800
0306187;727-200;1;48 222 963 429 688 1000
0065840;727-200;0;0 46 718 463 516 800
1298905;727-200;2;6 219 993 444 678 1000
0907384;727-200;1;9 227 988 435 679 1000
0980196;727-200;0;11 231 1006 451 695 1024
1446378;727-200;2;8 231 1196 513 812 1200
0064005;727-200;1;1 159 741 410 496 800
0995286;727-200;0;6 184 989 493 678 1000
0689276;727-200;2;89 273 1105 497 771 1200
0907370;727-200;1;1 241 996 455 679 1000
1514487;727-200;0;5 245 1190 518 822 1200
1691787;727-200;2;25 113 1004 527 695 1024
1337431;727-200;1;13 250 1192 507 812 1200
0213505;727-200;0;5 220 1001 416 613 1020
0321755;727-200;2;13 222 1141 470 668 1150
0061581;727-200;1;25 89 799 305 446 800
1459191;727-200;0;10 245 1187 520 812 1200
0582367;727-200;2;8 230 997 451 679 1000
1338360;727-200;1;7 235 1196 537 812 1200
1063986;727-200;0;54 264 976 415 699 1024
0907378;727-200;2;11 205 999 453 679 1000
2208641;727-200;1;12 233 1190 512 822 1200
0056337;727-200;0;11 220 980 444 681 1000
0879892;727-200;2;0 149 995 466 679 1000
0218041;727-200;1;31 213 993 431 672 1024
0409532;727-200;0;39 247 1311 576 817 1350
0730793;727-200;2;3 181 991 436 678 1000
0907433;727-200;1;13 216 998 438 678 1000
0771164;727-200;0;9 152 998 450 679 1000
0939607;727-200;2;2 180 1018 433 695 1024
0694478;727-200;1;12 162 996 452 678 1000
0632010;727-200;0;9 196 997 402 696 1024
0275123;727-200;2;31 299 1270 563 798 1300
0699286;727-200;1;323 142 1018 336 695 1024
0901504;727-200;0;5 192 999 452 679 1000
0994960;727-200;2;38 204 1006 420 697 1024
1713236;727-200;1;9 205 991 418 679 1000
0063052;727-200;0;5 126 794 313 508 800
0638654;727-200;2;5 174 1023 548 695 1024
1047756;727-200;1;40 205 1005 441 696 1024
0143080;727-200;0;92 125 892 450 592 900
0699599;727-200;2;7 224 991 455 678 1000
0256039;727-200;1;57 246 899 435 653 950
1089989;727-200;0;88 207 990 438 699 1024
0356165;727-200;2;29 204 1190 539 782 1200
2021695;727-200;1;8 214 1020 453 695 1024
0907359;727-200;0;14 165 990 547 679 1000
0063113;727-200;2;18 127 796 327 508 800
0907405;727-200;1;10 183 998 423 679 1000
0875281;727-200;0;9 200 992 422 678 1000
0907364;727-200;2;5 207 995 451 679 1000
0724783;727-200;1;1 180 1060 618 849 1200
1197395;727-200;0;31 228 1009 460 729 1050
0740881;727-200;2;7 215 994 456 679 1000
1215395;727-200;1;1 197 1003 427 702 1024
1149060;727-200;0;9 214 994 426 678 1000
0314131;727-200;2;44 240 1022 458 703 1024
0920409;727-200;1;5 188 991 434 678 1000
1059846;727-200;0;57 244 985 468 696 1024
0745103;727-200;2;54 228 974 464 730 1024
1833887;727-200;1;12 209 993 444 682 1005
0786258;727-200;0;12 229 1021 457 695 1024
0250399;727-200;2;4 186 1005 598 700 1024
0713927;727-200;1;321 219 1179 424 814 1200
1512865;727-200;0;38 223 1004 443 719 1024
0075758;727-200;2;43 132 791 301 452 800
0538261;727-200;1;2 1 1197 612 750 1200
0523223;727-200;0;4 215 998 454 679 1000
0901521;727-200;2;10 207 993 430 679 1000
0109655;727-200;1;12 239 941 455 645 950
1115308;727-200;0;8 191 990 459 678 1000
0147047;727-200;2;1 142 1002 400 666 1024
1639641;727-200;1;17 166 1187 752 812 1200
1739565;727-200;0;11 206 997 423 679 1000
0875317;727-200;2;10 215 998 453 679 1000
0457894;727-200;1;6 226 996 424 679 1000
0994986;727-200;0;9 189 1017 418 715 1024
1036881;727-200;2;15 152 993 602 678 1000
0846103;727-200;1;13 217 1023 507 695 1024
0193983;727-200;0;189 188 886 349 698 1000
0048341;727-200;2;130 205 862 384 541 961
0227058;737-200;1;41 253 986 525 760 1010
0822348;737-200;0;8 75 994 442 678 1000
0480706;737-200;2;79 88 1019 513 720 1024
0950275;737-200;1;115 137 1020 449 699 1024
1152739;737-200;0;65 125 1152 560 832 1200
0497532;737-200;2;11 131 995 473 679 1000
0114122;737-200;1;1 17 933 645 654 950
0907429;737-200;0;1 70 992 486 679 1000
0091362;737-200;2;27 58 786 346 504 800
1754503;737-200;1;12 127 1195 566 812 1200
0209554;737-200;0;17 119 1005 561 737 1020
1036858;737-200;2;8 152 993 483 678 1000
0127648;737-200;1;28 119 998 495 731 1024
1187709;737-200;0;10 186 1017 534 695 1024
2248578;737-200;2;8 163 1021 518 695 1024
0225218;737-200;1;23 143 989 496 718 1024
0847273;737-200;0;29 222 1481 728 1012 1500
1339026;737-200;2;9 112 1196 671 812 1200
1713238;737-200;1;7 105 993 469 679 1000
0923506;737-200;0;9 78 999 502 678 1000
1115293;737-200;2;2 128 995 498 678 1000
1295799;737-200;1;14 112 1195 551 817 1200
0059101;737-200;0;14 67 743 354 519 800
0894319;737-200;2;7 134 992 518 679 1000
1455998;737-200;1;6 115 1192 561 812 1200
1548405;737-200;0;14 178 1488 720 1012 1500
0853398;737-200;2;131 197 822 449 695 1024
1102089;737-200;1;7 24 1011 535 697 1024
0438655;737-200;0;9 117 995 499 679 1000
0536510;737-200;2;59 103 1071 495 841 1200
0067619;737-200;1;30 81 770 360 532 800
0921022;737-200;0;4 145 992 497 679 1000
0923673;737-200;2;11 128 989 502 678 1000
0713752;737-200;1;6 215 992 468 678 1000
1094669;737-200;0;118 157 1015 478 695 1024
0894315;737-200;2;2 97 993 480 679 1000
1361876;737-200;1;19 119 997 520 695 1024
0198443;737-200;0;2 23 1004 569 665 1024
1351345;737-200;2;8 171 1268 654 882 1280
0704268;737-200;1;9 155 991 506 678 1000
0851647;737-200;0;2 148 1016 514 695 1024
0061580;737-200;2;45 63 749 323 452 800
0494478;737-200;1;1 34 953 561 675 1024
0247942;737-200;0;27 149 1187 540 716 1200
1514479;737-200;2;10 154 1191 588 833 1200
1398436;737-200;1;10 152 1184 589 812 1200
0564495;737-200;0;68 105 971 487 695 1024
0981301;737-200;2;28 146 1022 484 768 1050
0037512;737-200;1;89 223 858 519 740 971
0826475;737-200;0;56 138 963 484 718 1024
0815913;737-200;2;22 140 1002 510 752 1024
0698787;737-200;1;6 127 995 502 678 1000
0065422;737-200;0;28 60 894 387 578 900
0522884;737-200;2;5 144 990 501 679 1000
0875303;737-200;1;6 112 998 451 679 1000
1189268;737-200;0;39 173 996 515 717 1024
1296939;737-200;2;7 119 1146 548 783 1150
1831096;737-200;1;2 146 1196 596 822 1200
0054367;737-200;0;2 180 839 538 740 971
0723122;737-200;2;44 119 1013 460 694 1024
1565290;737-200;1;29 158 1073 511 782 1100
1918572;737-200;0;21 114 997 460 695 1024
0907358;737-200;2;2 112 995 494 679 1000
1297843;737-200;1;4 110 983 497 694 1024
0337947;737-200;0;13 146 995 463 679 1000
1869877;737-200;2;15 137 1190 541 812 1200
0694480;737-200;1;8 135 990 495 678 1000
1143132;737-200;0;4 137 991 478 678 1000
1884748;737-200;2;9 128 1181 550 812 1200
2054409;737-200;1;13 108 1007 471 695 1024
0789826;737-200;0;57 144 994 489 695 1024
0147048;737-200;2;3 74 994 492 666 1024
1860176;737-200;1;18 102 997 453 694 1024
1942698;737-200;0;70 193 1040 536 782 1100
0979470;737-200;2;3 67 1012 566 695 1024
0075050;737-200;1;1 90 891 407 575 900
0458661;737-200;0;11 118 990 477 679 1000
1411216;737-200;2;53 158 877 453 702 1024
1110805;737-200;1;4 119 987 500 678 1000
0447807;737-200;0;9 111 987 469 679 1000
0127047;737-200;2;63 155 834 433 628 900
0702845;737-200;1;7 125 995 490 678 1000
0074464;737-200;0;25 57 785 355 494 800
0548186;737-200;2;14 15 998 646 670 1000
1471735;737-200;1;13 132 1186 556 812 1200
1296896;737-200;0;7 110 1193 541 817 1200
1516339;737-200;2;24 148 1019 510 768 1050
1395798;737-200;1;11 139 1269 622 882 1280
0056331;737-200;0;30 146 944 476 703 1000
0187244;737-200;2;86 144 808 406 612 900
0880593;737-200;1;1 124 992 481 679 1000
0592977;737-200;0;160 264 1166 687 805 1200
0109632;737-200;2;1 14 898 542 555 900
0062679;737-200;1;31 89 776 400 502 800
0610653;737-200;0;4 161 1540 735 929 1600
0034958;737-200;2;1 181 845 560 740 971
0198440;737-200;1;13 118 1007 489 718 1024
0523229;737-200;0;6 142 996 485 679 1000
0100213;737-200;2;1 65 759 360 542 800
1258401;737-200;1;16 108 1012 458 695 1024
1899111;737-300;0;36 232 1066 477 762 1100
1062304;737-300;2;1 15 1022 691 719 1024
0448049;737-300;1;9 134 997 465 679 1000
0069776;737-300;0;18 100 761 357 505 800
2227920;737-300;2;15 89 1000 467 695 1024
0357873;737-300;1;17 164 1238 527 705 1250
0569402;737-300;0;54 229 1224 615 884 1250
0907357;737-300;2;9 155 998 470 678 1000
1196360;737-300;1;25 149 1035 472 742 1050
1538841;737-300;0;5 157 1312 602 892 1320
0697376;737-300;2;8 176 985 483 679 1000
0218033;737-300;1;20 155 987 496 734 1024
0830001;737-300;0;5 107 999 488 678 1000
0061307;737-300;2;20 58 767 366 486 800
0395652;737-300;1;16 95 1197 673 839 1200
1323729;737-300;0;16 211 1009 475 695 1024
1227019;737-300;2;17 199 1268 570 882 1280
1320676;737-300;1;7 165 1018 512 713 1024
0799595;737-300;0;8 146 998 481 678 1000
1955376;737-300;2;16 159 1010 453 695 1024
1100234;737-300;1;27 227 1005 463 715 1024
1110775;737-300;0;5 136 992 491 678 1000
1539459;737-300;2;10 171 1484 682 1012 1500
2067870;737-300;1;13 158 1189 553 812 1200
1393334;737-300;0;18 110 1009 447 695 1024
0574350;737-300;2;4 121 996 450 678 1000
0681541;737-300;1;3 144 980 475 678 1000
0728390;737-300;0;25 27 1198 652 833 1200
0184350;737-300;2;30 129 999 473 705 1024
0133440;737-300;1;4 139 1002 441 676 1024
0907408;737-300;0;6 109 979 471 678 1000
0944166;737-300;2;4 124 995 468 678 1000
0218801;737-300;1;24 232 980 513 725 1000
1396876;737-300;0;14 207 1590 730 1079 1600
2046004;737-300;2;12 166 1192 557 812 1200
1298958;737-300;1;12 141 987 472 678 1000
0492497;737-300;0;5 110 976 496 679 1000
0706281;737-300;2;8 143 992 482 678 1000
0746112;737-300;1;1 171 996 464 678 1000
0097935;737-300;0;85 137 858 501 616 898
0062667;737-300;2;32 106 794 343 512 800
0953559;737-300;1;2 3 1021 633 695 1024
1691783;737-300;0;3 157 1015 472 695 1024
0894219;737-300;2;6 137 998 462 679 1000
0545210;737-300;1;24 108 1010 472 701 1024
0278443;737-300;0;1 165 947 477 642 1024
0248336;737-300;2;12 149 878 470 620 950
1043473;737-300;1;3 155 1016 483 695 1024
0090868;737-300;0;83 65 898 371 500 900
1258703;737-300;2;14 153 1267 587 882 1280
0894189;737-300;1;9 161 991 489 678 1000
1927313;737-300;0;6 170 1192 534 812 1200
2127975;737-300;2;8 149 1185 541 812 1200
0447745;737-300;1;8 127 989 452 679 1000
0178292;737-300;0;27 152 992 456 678 1020
0335667;737-300;2;11 189 990 460 679 1000
1682001;737-300;1;12 218 1486 695 1012 1500
0114409;737-300;0;11 73 790 358 518 800
1426565;737-300;2;21 129 1034 467 742 1050
0522856;737-300;1;5 143 996 487 679 1000
0986161;737-300;0;2 76 1015 490 695 1024
0965611;737-300;2;20 207 1557 730 1062 1575
1456004;737-300;1;9 148 1191 543 812 1200
1295999;737-300;0;13 167 1194 532 815 1200
2248581;737-300;2;9 148 1019 491 695 1024
0460770;737-300;1;7 183 984 472 679 1000
1879894;737-300;0;8 165 1184 544 812 1200
2031394;737-300;2;9 170 1195 528 812 1200
1115297;737-300;1;5 146 992 471 678 1000
1564774;737-300;0;18 221 1484 698 1012 1500
0547087;737-300;2;1 112 1016 479 695 1024
0653804;737-300;1;16 125 1017 498 706 1024
0097577;737-300;0;51 90 776 339 541 800
0383456;737-300;2;65 75 1197 591 812 1200
2221342;737-300;1;4 172 1190 579 812 1200
0074247;737-300;0;1 111 761 361 500 800
0704549;737-300;2;8 144 989 470 678 1000
1363673;737-300;1;17 169 1191 577 812 1200
2115318;737-300;0;22 155 994 457 695 1024
1852170;737-300;2;12 144 1191 526 812 1200
1352205;737-300;1;7 104 1285 656 919 1360
0687267;737-300;0;67 179 1173 538 843 1200
0517631;737-300;2;18 140 1197 503 765 1200
0882609;737-300;1;0 83 996 526 679 1000
0748299;737-300;0;7 137 1010 489 676 1024
1118224;737-300;2;8 149 994 459 678 1000
1446516;737-300;1;8 146 1272 602 882 1280
1251289;737-300;0;28 203 1000 461 695 1024
1730435;737-300;2;14 110 1004 454 696 1024
1615914;737-300;1;17 213 1490 717 1012 1500
1560581;737-300;0;2 151 1274 584 882 1280
1018935;737-300;2;5 139 988 459 678 1000
1958758;737-300;1;16 141 1193 534 812 1200
0848057;737-300;0;717 246 1021 352 695 1024
1146236;737-300;2;7 134 984 463 678 1000
1810855;737-300;1;7 159 1271 612 882 1280
0066279;737-300;0;26 119 753 360 560 800
1222203;737-300;2;12 150 992 480 678 1000
2126017;737-300;1;4 104 993 505 699 1024
2080684;737-300;0;24 189 1166 603 809 1200
1393630;737-400;2;7 265 1275 660 882 1280
1891967;737-400;1;4 200 1016 494 694 1024
1102458;737-400;0;9 161 992 461 678 1000
1527501;737-400;2;14 215 1491 675 1012 1500
0076843;737-400;1;3 106 781 342 498 800
1906287;737-400;0;13 229 1193 564 817 1200
0939537;737-400;2;10 100 998 588 678 1000
1119094;737-400;1;11 148 992 443 678 1000
0438658;737-400;0;9 147 995 456 679 1000
0428657;737-400;2;1 123 1001 451 673 1024
1606542;737-400;1;4 138 1014 455 695 1024
1368847;737-400;0;7 246 1575 723 1079 1600
1966165;737-400;2;14 239 1272 594 882 1280
0923504;737-400;1;11 161 990 474 679 1000
1871885;737-400;0;57 212 1066 518 784 1100
1245559;737-400;2;11 136 1020 472 697 1024
1080160;737-400;1;9 146 1019 457 695 1024
2236962;737-400;0;10 162 1015 465 695 1024
0337370;737-400;2;520 465 989 631 679 1000
0979665;737-400;1;7 165 993 476 678 1000
1846193;737-400;0;6 131 1019 451 695 1024
1474251;737-400;2;11 183 1192 566 812 1200
1483195;737-400;1;11 182 1190 556 812 1200
1702255;737-400;0;8 163 1016 448 695 1024
2120181;737-400;2;12 129 1013 454 695 1024
2217839;737-400;1;9 146 1187 521 812 1200
0420818;737-400;0;1 224 914 548 756 1000
1235148;737-400;2;7 129 1017 507 695 1024
0075752;737-400;1;14 93 793 337 477 800
2186493;737-400;0;19 193 1187 557 819 1200
1503757;737-400;2;10 236 1467 695 998 1480
0807961;737-400;1;8 176 991 475 678 1000
0127627;737-400;0;19 252 997 495 732 1024
1017287;737-400;2;5 240 1018 482 695 1024
0195013;737-400;1;37 155 1021 470 647 1024
0699596;737-400;0;7 168 987 477 678 1000
1884743;737-400;2;11 173 1190 520 812 1200
0682201;737-400;1;38 215 1249 629 896 1280
2117477;737-400;0;20 178 1008 460 695 1024
0572861;737-400;2;11 166 990 463 679 1000
1163484;737-400;1;14 242 1588 723 1079 1600
2031382;737-400;0;11 165 1194 518 812 1200
1876021;737-400;2;18 159 999 461 695 1024
0063284;737-400;1;34 103 770 343 482 800
1532634;737-400;0;26 206 1077 503 802 1100
1277633;737-400;2;9 164 993 475 678 1000
1506226;737-400;1;2 74 1022 583 704 1024
2244446;737-400;0;11 157 1190 516 812 1200
0649690;737-400;2;69 428 1548 795 1165 1600
0973082;737-400;1;6 237 995 468 678 1000
0242845;737-400;0;4 238 995 484 750 1024
0447883;737-400;2;15 166 982 447 679 1000
0176136;737-400;1;31 181 989 479 702 1024
2026894;737-400;0;4 119 1017 452 695 1024
0923560;737-400;2;3 149 997 443 678 1000
1163792;737-400;1;5 145 998 445 678 1000
1059090;737-400;0;27 180 1027 487 748 1050
2178143;737-400;2;23 249 1282 596 905 1300
0237107;737-400;1;11 149 1020 462 681 1024
1398863;737-400;0;8 182 1271 578 865 1280
1334567;737-400;2;8 184 1185 563 812 1200
0523207;737-400;1;4 145 998 461 679 1000
0302648;737-400;0;23 210 1009 505 744 1024
0093515;737-400;2;23 121 886 387 572 900
2007890;737-400;1;12 157 1192 532 812 1200
0987619;737-400;0;20 354 1479 702 1012 1500
0487357;737-400;2;7 159 997 461 679 1000
0066410;737-400;1;24 133 778 358 505 800
0988944;737-400;0;12 179 1013 491 695 1024
1779244;737-400;2;11 222 1388 668 962 1400
0558343;737-400;1;1 135 1009 448 695 1024
0853774;737-400;0;19 179 1507 628 1032 1530
0768400;737-400;2;6 159 991 467 678 1000
0218042;737-400;1;643 316 1012 461 741 1024
1758545;737-400;0;14 180 1017 462 695 1024
0562105;737-400;2;10 171 992 479 679 1000
1382601;737-400;1;6 191 1273 560 882 1280
0122393;737-400;0;29 125 895 415 587 900
1230368;737-400;2;20 166 989 460 717 1024
0482804;737-400;1;18 259 1188 593 843 1200
2066262;737-400;0;10 158 1188 545 813 1200
0523220;737-400;2;4 169 996 462 679 1000
1115400;737-400;1;7 157 993 464 678 1000
0829999;737-400;0;5 151 997 452 679 1000
0062655;737-400;2;36 80 798 316 429 800
1696061;737-400;1;16 198 1007 460 694 1024
0939568;737-400;0;5 152 994 456 678 1000
0716436;737-400;2;8 161 992 462 679 1000
1559372;737-400;1;12 229 1586 722 1079 1600
0328123;737-400;0;47 214 986 480 728 1000
2190106;737-400;2;24 257 1280 674 901 1300
1879889;737-400;1;9 170 1183 528 812 1200
1933719;737-400;0;16 215 1185 551 832 1200
0116708;737-400;2;44 147 771 381 522 800
1237623;737-400;1;16 154 991 495 678 1000
0740907;737-400;0;7 128 993 436 678 1000
1917739;737-400;2;13 183 1191 564 812 1200
0851302;737-400;1;2 150 995 456 679 1000
0933127;737-400;0;4 94 1017 487 695 1024
0972487;737-400;2;13 199 1014 501 722 1024
0072369;737-500;1;37 43 890 344 531 900
1758606;737-500;0;7 139 1193 551 812 1200
0151665;737-500;2;44 227 986 567 737 1024
1783685;737-500;1;19 119 1002 464 694 1024
1264479;737-500;0;9 105 1276 611 882 1280
1973458;737-500;2;11 164 1191 549 812 1200
1149871;737-500;1;15 152 1454 659 999 1480
1093636;737-500;0;9 145 1015 480 695 1024
1749186;737-500;2;4 18 1019 680 712 1024
1110779;737-500;1;10 141 989 495 678 1000
0457865;737-500;0;10 142 986 482 679 1000
1405447;737-500;2;9 185 1549 725 1052 1560
1267074;737-500;1;6 129 1273 618 882 1280
0723229;737-500;0;36 130 987 480 695 1024
1481159;737-500;2;13 147 1190 603 812 1200
1224910;737-500;1;24 77 993 496 695 1024
0706205;737-500;0;6 127 990 491 678 1000
1620906;737-500;2;7 102 1015 471 695 1024
0361471;737-500;1;1 160 1170 559 809 1200
2103080;737-500;0;7 92 1018 459 694 1024
1691483;737-500;2;23 112 1002 460 694 1024
0944257;737-500;1;4 146 992 507 678 1000
1459173;737-500;0;10 165 1181 584 812 1200
1272643;737-500;2;27 140 990 501 717 1024
1336460;737-500;1;14 201 1588 776 1078 1600
0657761;737-500;0;47 180 1559 693 1071 1600
0865314;737-500;2;18 126 1005 497 695 1024
1736209;737-500;1;10 195 1015 488 695 1024
1818731;737-500;0;11 142 1191 573 812 1200
0761153;737-500;2;9 139 993 489 678 1000
2002331;737-500;1;10 138 1187 582 812 1200
1627446;737-500;0;9 100 1015 473 695 1024
1891664;737-500;2;2 142 996 466 678 1000
0876440;737-500;1;24 231 1009 604 695 1024
0807405;737-500;0;2 150 1014 521 701 1024
1602331;737-500;2;16 204 1486 744 1012 1500
0522417;737-500;1;37 114 976 460 665 1000
0074245;737-500;0;2 82 774 376 493 800
0445490;737-500;2;1 238 1190 685 886 1200
0894188;737-500;1;6 135 992 500 679 1000
0097119;737-500;0;2 76 775 369 528 800
0114403;737-500;2;1 97 773 382 523 800
1599381;737-500;1;2 5 1023 680 699 1024
1543563;737-500;0;3 218 1021 490 695 1024
2170857;737-500;2;19 134 1004 456 694 1024
0097111;737-500;1;31 75 795 373 518 800
1147739;737-500;0;28 129 1005 496 754 1050
0201676;737-500;2;30 59 997 466 687 1024
0974734;737-500;1;10 118 1021 504 695 1024
1337392;737-500;0;17 158 1027 512 752 1050
1033079;737-500;2;12 160 1012 526 725 1024
1572350;737-500;1;10 92 1016 494 695 1024
0225225;737-500;0;13 221 995 560 713 1024
1563192;737-500;2;1 9 1022 742 768 1024
1548404;737-500;1;10 202 1475 684 1012 1500
1053446;737-500;0;11 143 985 486 678 1000
0649689;737-500;2;83 364 1464 828 1205 1600
1377012;737-500;1;18 121 1014 476 695 1024
0130599;737-500;0;31 70 1003 480 631 1024
1377235;737-500;2;13 168 1192 565 812 1200
0175746;737-500;1;8 171 955 457 709 991
1687908;737-500;0;14 194 1486 721 1012 1500
0857107;737-500;2;22 167 1552 694 1062 1575
1372809;737-500;1;1 13 1022 629 700 1024
0604668;737-500;0;14 123 992 469 679 1000
1909490;737-500;2;7 134 1189 553 826 1200
1358066;737-500;1;4 118 1019 524 695 1024
0114439;737-500;0;2 89 772 369 546 800
1313891;737-500;2;5 133 995 483 678 1000
1545325;737-500;1;17 165 1015 466 695 1024
1543529;737-500;0;6 122 1275 574 882 1280
0143364;737-500;2;1 77 945 456 627 963
2031384;737-500;1;6 143 1194 555 812 1200
1258418;737-500;0;27 129 997 480 699 1024
0698791;737-500;2;233 235 748 406 678 1000
1842045;737-500;1;14 101 1015 466 701 1024
0618967;737-500;0;12 190 984 450 679 1000
1216716;737-500;2;15 172 1004 486 695 1024
1577681;737-500;1;12 241 1483 744 1012 1500
0977330;737-500;0;8 136 997 487 678 1000
1570201;737-500;2;9 43 1276 654 882 1280
1340279;737-500;1;9 76 1439 725 985 1460
1384649;737-500;0;24 157 1262 593 882 1280
2230107;737-500;2;4 108 1197 555 812 1200
1163793;737-500;1;9 129 983 465 678 1000
0912693;737-500;0;19 217 1501 752 1022 1515
1051042;737-500;2;47 163 999 497 695 1024
0944247;737-500;1;9 161 992 510 678 1000
1362802;737-500;0;11 90 1019 447 695 1024
1444896;737-500;2;7 276 1593 830 1079 1600
2132361;737-500;1;8 130 1195 567 812 1200
0942001;737-500;0;14 47 998 459 695 1024
1852173;737-500;2;13 141 1188 541 812 1200
1476642;737-500;1;13 106 1016 478 698 1024
0143341;737-500;0;26 140 980 467 679 1024
0434358;737-500;2;112 163 1197 575 811 1200
1376842;737-500;1;1 47 1021 652 699 1024
